State,CMS Certification Number (CCN),Provider Name,Address,City,Zip,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients’ care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients’ risk of falling,How often the home health team checked patients for depression,How often the home health team determined whether patients received a flu shot for the currnet flu season,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot),"With diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care",How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients’ breathing improved,How often patients’ wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted","How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital","How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being readmitted to the hospital",HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family"
WI,527287,MAXIM HEALTHCARE SERVICES,933 MAYFAIR RD  SUITE 201,WAUWATOSA,53226,Proprietary,Yes,No,No,No,No,Yes,,100,28.6,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527290,MAXIM HEALTHCARE SERVICES,5752 TOKAY BLVD   SUITE 500,MADISON,53719,Proprietary,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527291,INTERIM HEALTHCARE OF WESTERN WISCONSIN,"625 COMMERCE DR, SUITE 200",HUDSON,54016,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,92.7,98.8,100,92,88.3,80.9,98.2,69.5,63.8,67.2,60.8,54.2,,45.3,13.1,24.7,Not Available,Not Available,3,4,87,4,86,2,80,3,78,79
WI,527297,MOORE GENUINE CARE,711 ANDERSON ST  LOWER LEVEL,AUGUSTA,54722,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527298,BLACK RIVER MEMORIAL HOMECARE,711 WEST ADAMS ST,BLACK RIVER FALLS,54615,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,97.8,97.8,100,96.6,68.7,94.2,100,65.2,62.8,75.9,74.4,78.9,,72,8.1,29.3,Not Available,Not Available,Not Available,Not Available,95,Not Available,91,Not Available,91,Not Available,95,91
WI,527299,ALLAY HOME & HOSPICE,325 N CORPORATE DR  SUITE 260,BROOKFIELD,53045,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,92.2,94.3,100,99.1,71.5,84,95.7,62.5,66.4,60.1,53.3,54.9,86.5,44.5,16.7,14.1,Not Available,Not Available,4,5,91,5,90,2,81,3,88,79
WI,527302,AURORA AT HOME,931 DISCOVERY ROAD,GREEN BAY,54311,Non - Profit Private,Yes,Yes,Yes,No,Yes,Yes,3.5,98.3,97.1,99.1,97.9,77,89.3,96.1,65.2,65.1,66,64.9,67.9,84.1,53.5,14,16.6,Same As Expected,Worse Than Expected,4,4,90,5,88,4,88,3,83,80
WI,527303,CEDAR COMMUNITY HOME HEALTH AGENCY,5505 COUNTY ROAD Z,WEST BEND,53095,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3,94.6,93.5,100,100,81,96.7,91.1,65.4,58.1,64.9,66.7,70.1,94.8,51.1,14.2,11,Same As Expected,Same As Expected,4,4,87,4,84,3,84,3,84,78
WI,527304,ATLAS HEALTHCARE,5307 S 92ND ST  SUITE 235,HALES CORNERS,53130,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527305,TRINITY HOME HEALTH,8400 W CAPITOL DR,MILWAUKEE,53222,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527307,N O S HEALTHCARE,1333 COLLEGE AVE  STE A,SOUTH MILWAUKEE,53172,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,86.4,95.5,100,100,,77.3,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527308,AMEDISYS HOME HEALTH,2120 SOUTH RIDGE ROAD,GREEN BAY,54304,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.7,94.6,100,90.5,84.2,92.4,73.2,69.1,58.3,69.7,84.4,82.2,,43.5,14.3,17.5,Not Available,Not Available,2,3,83,2,75,2,78,1,67,67
WI,527309,GOOD SAMARITAN SOCIETY HOME CARE,719 NEVADA STREET,ST CROIX FALLS,54024,Non - Profit Religious,Yes,Yes,Yes,No,No,Yes,3,96.8,93.3,99.4,99.5,81.4,94.8,100,73,60.2,72.1,53.5,51.3,77.1,59.1,23.1,12.9,Worse Than Expected,Same As Expected,3,4,91,3,84,2,82,3,86,77
WI,527312,GENERATIONS HOME CARE,1028 SOUTH MAIN ST  SUITE C,FOND DU LAC,54935,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,91.9,96.1,99.1,100,83.9,88,93,53.2,61.5,56.3,63.3,48.5,85.9,41.7,15,19.2,Same As Expected,Worse Than Expected,2,2,82,3,76,1,68,2,74,66
WI,527313,EASY LIVING HOME HEALTH CARE AGENCY,W175 N11117 STONEWOOD DR  STE 100,GERMANTOWN,53022,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,99.6,96.3,100,95.2,83.3,89.5,98.2,97.3,87.2,85.9,69.8,68.2,,52.9,15.9,15.5,Same As Expected,Same As Expected,3,3,83,3,81,1,71,3,78,65
WI,527314,BRIDGES HOME HEALTHCARE,1121 E SUMNER ST  SUITE B,HARTFORD,53027,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,92.7,99,100,100,79.3,88.7,100,73,69.3,60.4,59.8,57.8,,43,14.7,15.9,Not Available,Not Available,Not Available,Not Available,81,Not Available,83,Not Available,69,Not Available,72,71
WI,527315,PERSONALIZED PLUS HOME HEALTH CARE,7402 WEST DERBY PLACE  SUITE A,MILWAUKEE,53218,Proprietary,Yes,Yes,Yes,Yes,No,Yes,2.5,100,79.4,90.9,98.6,75.7,82.4,,63.6,45.5,41.6,50.9,50,,,,,Not Available,Not Available,Not Available,Not Available,100,Not Available,99,Not Available,100,Not Available,100,100
WI,527317,HOMETOWN HOSPICE AND HOMECARE,13255 W BLUEMOUND RD  STE 103,BROOKFIELD,53005,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.3,98.8,98.9,99.9,86.1,92.1,96.9,66.7,69.6,68.3,69,59.5,97.6,42.1,15.1,13.4,Not Available,Not Available,2,2,77,2,77,2,75,2,73,76
WI,527318,PINNACLE SENIOR CARE OF WISCONSIN LLC,2514 S 102ND ST  SUITE 160C,WEST ALLIS,53227,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2,85.8,95.5,100,97.3,42.2,65.7,97.8,53.3,61.7,58.7,51.8,50.7,,44.5,20.4,14.1,Not Available,Not Available,Not Available,Not Available,69,Not Available,71,Not Available,65,Not Available,48,45
WI,527319,MIRACLE HOME HEALTH OF WISCONSIN,625 WALNUT RIDGE DR  SUITE 104,HARTLAND,53029,Proprietary,Yes,Yes,Yes,No,No,Yes,,70.8,60.9,100,100,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527320,INTERIM HLTHCARE OF WISCONSIN,702 N BLACKHAWK AVE  STE 215,MADISON,53705,Proprietary,Yes,No,No,No,No,Yes,3,93.6,90.8,100,96.3,78,92.5,100,58.7,70.5,51.3,64.6,56.3,,43.3,13.3,14.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527321,EVERGREEN AT HOME-HOME HEALTH,1125 NORTH WESTFIELD STREET,OSHKOSH,54902,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,4,91.4,100,100,100,90.6,97.1,,77,68.1,80.7,70.8,,,74.5,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527322,PREFERRED CARE HOME HEALTH AGENCY,7929 N 76TH STREET,MILWAUKEE,53223,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527323,ELITE HOME HEALTH CARE INC,"829 S GREENBAY RD, SUITE 110",MOUNT PLEASANT,53406,Proprietary,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527324,ATLANTIC HOME HEALTH CARE,"5600 W BROWN DEER RD, SUITE 216",BROWN DEER,53223,Proprietary,Yes,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527325,TRANSITIONS HOME HEALTH,640 N BROAD ST,ELKHORN,53121,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WY,537014,CHEYENNE REGIONAL MEDICAL CENTER HOME CARE SERVICE,2600 E 18TH ST,CHEYENNE,82001,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,1.5,75,82,98.7,97.4,63.3,66.9,92.1,56.8,47.5,56.1,43.2,58.9,80.9,40.8,19.6,11,Same As Expected,Same As Expected,3,4,89,3,85,2,79,3,85,82
WY,537026,JOHNSON CO HEALTHCARE CTR HOME HEALTH AGENCY,497 WEST LOTT,BUFFALO,82834,Government - Local,Yes,Yes,Yes,Yes,Yes,Yes,2,93.1,86.2,100,100,,51.7,,60.6,37.9,42.4,57.7,,,,15.3,10.7,Not Available,Not Available,Not Available,Not Available,77,Not Available,65,Not Available,65,Not Available,79,55
WY,537031,WEST PARK HOSPITAL HOME HEALTH,1021 9TH STREET,CODY,82414,Government - State/ County,Yes,Yes,Yes,Yes,No,Yes,3.5,97.4,86.8,100,94.8,73.5,93.5,90.4,69.2,76.7,70.5,71.9,84.3,96.4,61,20,16.9,Same As Expected,Same As Expected,4,4,89,5,88,2,81,3,87,80
WY,537035,CAMPBELL COUNTY MEMORIAL HOSPITAL HOME HEALTH,300 SOUTH BURMA AVE,GILLETTE,82716,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,3,96.7,77.2,100,98.9,61.9,74.5,90.4,65.7,59.8,73.2,71.6,81.7,100,65.3,15.4,11.8,Same As Expected,Same As Expected,4,5,92,5,93,1,71,4,86,85
WY,537038,SHERIDAN MEMORIAL HOSPITAL HOME CARE,1401 W 5TH STREET,SHERIDAN,82801,Government - State/ County,Yes,Yes,Yes,Yes,No,Yes,3,94.6,98.7,100,94.6,66.7,74.7,75.6,66.6,58.3,71.9,53.3,81,,48.1,17.6,18.1,Same As Expected,Same As Expected,5,5,91,5,93,4,90,4,92,90
WY,537041,FRONTIER HOME HEALTH AND HOSPICE,230 N 1ST ST,LANDER,82520,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,91.8,97.6,92,96.5,74.5,87.4,97.2,65.6,57.2,69.1,59.5,69.3,87.1,49.1,16.8,10.5,Same As Expected,Same As Expected,3,3,84,3,83,2,82,3,80,82
WY,537042,INTERIM HEALTHCARE OF WYOMING INC,"1010 EAST 1ST STREET, SUITE A",CASPER,82601,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,90.9,97.3,100,100,83.1,95.1,100,74.8,58.2,71.7,59.3,55.3,,56.9,17.5,11.2,Same As Expected,Same As Expected,2,2,77,3,78,2,76,2,64,67
WY,537044,FRONTIER HOME HEALTH AND HOSPICE,"907 N POPLAR STREET, SUITE 277",CASPER,82601,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,90.2,92.6,99.7,99.4,66.3,76.2,85.1,63.5,64.8,68.7,66.8,64,,39.4,21.1,14.2,Same As Expected,Same As Expected,3,4,86,3,82,1,73,3,78,77
WY,537045,CONTINUE CARE HOME HEALTH AGENCY INC,410 MANEWAL DRIVE,CHEYENNE,82009,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,99.6,86.7,97.5,100,80.2,92.1,98,60.1,69.1,63.7,73.9,96.1,,49,15.2,11,Not Available,Not Available,2,3,84,3,82,1,72,1,73,72
WY,537050,WESTON COUNTY HEALTH SERVICES HOME HEALTH,725 WASHINGTON PLAZA,NEWCASTLE,82701,Government - Local,Yes,Yes,Yes,Yes,Yes,Yes,2.5,75.7,50.7,98.6,86.5,75.5,93,47.6,69,,72.7,45.8,82.8,,79.6,17,22.7,Not Available,Not Available,Not Available,Not Available,90,Not Available,91,Not Available,85,Not Available,89,89
WY,537052,COMMUNITY HOME HEALTH SERVICES,717 BROADWAY ST,THERMOPOLIS,82443,Proprietary,Yes,Yes,Yes,Yes,No,Yes,3,90.2,99.1,100,100,71.6,91.1,100,63.8,57.2,70.3,53.6,85.1,91.9,58.3,19.9,20.5,Same As Expected,Worse Than Expected,Not Available,Not Available,82,Not Available,88,Not Available,85,Not Available,85,79
WY,537055,UINTA HOME HEALTH,1229 UINTA STREET,EVANSTON,82931,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,,96,61.5,100,100,65,24,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,87,Not Available,64,Not Available,81,Not Available,79,100
WY,537063,ST JOHN'S HOME CARE,"555 EAST BROADWAY, SUITE 115",JACKSON,83001,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,3,92.9,93.6,97.7,97.2,59,73.7,64.3,58.9,67.5,80.3,70.4,69.8,,65.8,22.6,5.9,Same As Expected,Same As Expected,Not Available,Not Available,86,Not Available,82,Not Available,66,Not Available,83,77
WY,537069,SHARON'S HOME HEALTH,116 NORTH LITTLE HORN,MOORCROFT,82721,Proprietary,Yes,Yes,No,No,Yes,Yes,3,88.6,92.5,100,100,81.6,91.7,92.3,59.1,60.6,63.4,77.2,59.1,,48.5,13.8,16,Same As Expected,Same As Expected,3,4,85,3,78,2,82,3,79,77
WY,537073,ACCESS HOME CARE,"625 SOUTH WASHINGTON, SUITE B",AFTON,83110,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,97.4,100,100,100,82.2,87,93.8,73.5,85.3,84.6,83.8,79.1,,68.5,20.8,4.4,Not Available,Not Available,Not Available,Not Available,93,Not Available,87,Not Available,90,Not Available,94,90
WY,537074,YOUNG AT HEART SENIOR CITIZENS CENTER,2400 REAGAN,ROCK SPRINGS,82901,Non - Profit Other,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WY,537075,SHARON'S HOME HEALTH CASPER,800 WERNER COURT SUITE 205A,CASPER,82604,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,86.4,87.6,100,99.2,65.3,81,74.4,50.6,63.1,51.6,58.9,60.9,,51.2,11.1,15.7,Not Available,Not Available,Not Available,Not Available,87,Not Available,88,Not Available,82,Not Available,71,51
WY,537076,FRONTIER HOME HEALTH,4024 LARAMIE STREET,CHEYENNE,82001,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,97.3,99.1,100,99.1,79.5,87.1,97.8,68.9,70.6,75.4,69.6,72.2,,62.2,15.9,13.3,Same As Expected,Worse Than Expected,4,5,92,5,89,2,78,3,81,78
WY,537077,SUMMIT HOME HEALTH CARE,204 MCCOLLUM DR #106,LARAMIE,82070,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,96.1,94.2,100,99.6,75.1,89.7,97.2,55,71.7,62.1,69,69.9,,53.7,18.5,15.9,Same As Expected,Worse Than Expected,3,4,89,4,87,2,77,3,86,86
WY,537078,COMPASSIONATE JOURNEY LLC,913 CENTER STREET SUITE B,EVANSTON,82930,Proprietary,Yes,Yes,Yes,No,No,Yes,,94.7,91.9,97.1,62.2,40,68.6,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,94,Not Available,91,Not Available,95,Not Available,95,92
WY,537079,COWBOY CARES HOME HEALTH,PO BOX 1448,LYMAN,82937,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WY,537302,ROCKY MOUNTAIN HOME CARE,520 WILKES DR STE 14,GREEN RIVER,82935,Non - Profit Private,Yes,Yes,Yes,No,Yes,Yes,4,96.8,98,100,99.4,83.1,90.6,89.3,74.8,67.6,85.2,82.9,61.7,,59.6,15.2,17.7,Same As Expected,Worse Than Expected,4,4,90,3,84,4,90,3,84,84
WY,537304,PREMIER HOME HEALTH INC,"487A NORTH MAIN, SUITE 2",THAYNE,83127,Proprietary,Yes,Yes,Yes,Yes,No,Yes,3,89.7,96.9,100,100,51.4,68.1,100,68.4,67.8,62.3,62.2,67.9,,63.3,13.4,12.5,Not Available,Not Available,Not Available,Not Available,91,Not Available,94,Not Available,89,Not Available,87,99
WY,537831,BEST HOME HEALTH,105 YELLOW CREEK ROAD,EVANSTON,82930,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,94.4,91.6,99.7,96.1,58,66.7,95.3,72.6,69.6,69.5,59.8,59.7,80.7,53.3,14.7,14.1,Same As Expected,Same As Expected,4,5,93,4,88,4,87,4,89,89
WY,537833,PREMIUM HEALTH AT HOME INC,1277 NORTH 15TH STREEET,LARAMIE,82072,Proprietary,Yes,Yes,No,Yes,No,Yes,2.5,95.9,60.3,99.1,95.9,79,89,81.8,50.6,60.7,50.5,57.1,69.8,,53.5,13.3,13.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WY,537834,PREMIUM HEALTH AT HOME LLC,1904 EDINBURGH ST,RAWLINS,82301,Proprietary,Yes,Yes,No,Yes,Yes,Yes,2,79.4,74.6,88.7,94.1,27.8,46,66.7,57.8,,62.7,67.7,79.7,,55.7,24.4,13.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
CA,557002,"MAXIM HEALTHCARE SERVICES, INC","5030 CAMINO DE LA SIESTA, SUITE 405",SAN DIEGO,92108,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
CA,557005,"EXTENDED HEALTH CARE, INC.",1718 E ARTESIA BLVD,LONG BEACH,90805,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
CA,557006,UC DAVIS HOME CARE SERVICES,"3630 BUSINESS DRIVE, SUITE G",SACRAMENTO,95820,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,2.5,84.1,91.6,97.6,98.3,73.3,89.8,92,60.6,56.9,64.1,56.8,58.7,100,54.9,14.2,9.6,Same As Expected,Same As Expected,5,5,95,5,90,5,91,4,92,86
CA,557008,PIONEER HOME HEALTH CARE,162 E LINE ST,BISHOP,93514,Non - Profit Other,Yes,Yes,Yes,No,Yes,Yes,4,93.7,98.9,100,100,86,88.3,89.3,69.5,78.7,82.1,92.8,74,86.4,67.5,15.2,16.5,Same As Expected,Same As Expected,3,3,87,3,83,4,88,2,81,81
CA,557012,KAISER FOUNDATION HOSPITAL HOME HEALTH - MARTINEZ,"200 MUIR ROAD, HACIENDA BUILDING",MARTINEZ,94553,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,84.3,99.5,99.5,98.5,78,95.4,98,57,53.2,66.9,70.1,74,93.3,51.9,,,Not Available,Not Available,4,4,89,4,85,3,85,3,81,79
CA,557014,UNITED HOME CARE OF NORTHERN CALIFORNIA,"245 NEW YORK RANCH RD, STE C",JACKSON,95642,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.3,99.6,100,98.7,74.5,88.6,90.1,71,64.4,73.3,77.9,72.2,93.9,58.3,17.5,16.7,Same As Expected,Worse Than Expected,3,4,89,4,85,2,82,3,85,78
CA,557020,INTERIM HEALTHCARE OF SAN DIEGO COUNTY,"5625 RUFFIN ROAD, SUITE 225",SAN DIEGO,92123,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,96,100,100,99.4,96.4,98.8,100,72.3,66.7,74.7,81,71.6,100,60.3,12.1,11.4,Same As Expected,Same As Expected,3,4,88,3,84,2,76,3,83,75
CA,557037,"KAISER, RIVERSIDE, HOME HEALTH AGENCY (PARENT)",10917 MAGNOLIA AVENUE,RIVERSIDE,92505,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,73.1,99.7,100,99.7,79.3,95.2,99.6,61.3,65.5,68.6,64.5,65.7,89.5,50.2,,,Not Available,Not Available,3,3,86,3,82,3,85,3,81,74
CA,557038,DIGNITY HEALTH HOME HEALTH,124 S COLLEGE DRIVE,SANTA MARIA,93454,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3,94.3,94.1,99.6,98.9,82,87.1,93.9,64.6,62.2,68.8,64.2,69,91.6,56.2,13.7,19.1,Same As Expected,Worse Than Expected,4,4,87,4,85,3,84,3,79,79
CA,557041,HEALING AT HOME,"1151 BROADWAY, SUITE 101",SONOMA,95476,Government - Combination Government & Voluntary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,95,98,100,97,84.2,93.3,93.7,62.6,59.3,63.4,77.4,68.9,95.2,52.2,14.8,16.1,Same As Expected,Same As Expected,5,5,92,5,89,5,91,4,89,84
CA,557052,GENTIVA HEALTH SERVICES,"4030 MOORPARK AVENUE, SUITE 251",SAN JOSE,95117,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,92.1,98.8,100,98.4,90.1,90.4,99.6,72.8,65.5,78.1,77.8,84.6,85.7,57.3,13.8,12,Same As Expected,Same As Expected,3,3,86,3,84,3,83,3,80,79
CA,557061,KAISER FOUNDATION HOSPITAL HOME HEALTH-SACRAMENTO,3240 ARDEN WAY,SACRAMENTO,95825,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,72.1,98.8,99.5,98.7,78.9,94.6,97.7,62.7,61.4,71.1,65.2,77.8,97.6,56.7,11.3,23.2,Not Available,Not Available,4,4,89,4,85,4,87,3,84,78
CA,557062,KAISER FOUNDATION HOSPITAL HOME HEALTH - VALLEJO,"1761 BROADWAY, STE 210",VALLEJO,94589,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3,78.9,99.1,98.7,95.2,77.4,93.4,98.5,58.3,56.8,66.6,68.6,71.9,100,52.8,,,Not Available,Not Available,4,5,90,4,86,4,90,3,84,79
CA,557065,KAISER FOUNDATION HOSPITAL HOME HEALTH - NOVATO,"7200 REDWOOD BOULEVARD, SUITE 200",NOVATO,94945,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,88.5,98.4,99.7,99.3,76.5,94.9,96,62.2,62.4,63,63.1,70.5,91.6,53.6,,,Not Available,Not Available,3,4,88,3,85,3,85,3,81,79
CA,557066,KAISER FOUNDATION HOSPITALS HHA-SANTA CLARA,2610 AUGUSTINE DRIVE,SANTA CLARA,95054,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.5,99.2,99.3,99.1,71.6,82.5,97.4,65.5,62.3,72.2,68.6,75.7,97.5,59.3,,,Not Available,Not Available,4,4,88,4,85,4,88,3,83,79
CA,557067,KAISER  FOUNDATION HOSPITAL HOME HEALTH - HAYWARD,30116 EIGENBRODT,UNION CITY,94587,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,92.2,97.4,99.1,96.6,85.9,92.5,97.4,61.9,52.9,69.2,68.4,74.9,80.9,55.7,,,Not Available,Not Available,4,4,89,4,86,3,84,3,84,74
CA,557068,KAISER FOUNDATION HOSPITAL HOME HEALTH - OAKLAND,4501 BROADWAY,OAKLAND,94610,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,63.6,99,99.1,97.8,84.8,96.7,97.9,66.8,58.4,69.4,65,80.6,87.9,58.4,,,Not Available,Not Available,4,4,88,4,85,4,89,3,82,73
CA,557073,SUTTER VISITING NURSE ASSOCIATION,8330 FERGUSON AVENUE,SACRAMENTO,95828,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,78.7,97,98.3,97.6,89.6,83.8,99.1,69.3,66.5,74.9,72.5,83.7,93.2,59,13.5,12.9,Worse Than Expected,Same As Expected,4,4,88,4,86,3,86,3,83,82
CA,557084,CHILDREN'S HOMECARE,"8291 AERO PLACE, SUITE 130",SAN DIEGO,92123,Non - Profit Private,Yes,Yes,Yes,No,Yes,No,,91.7,94.4,,15,47.6,0,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
CA,557089,ASSISTED HOME CARE,"8550 BALBOA BLVD, SUITE 283",NORTHRIDGE,91325,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.7,97.3,99.5,99.8,87,92,98.3,63.1,66.1,73.3,79.3,71.9,97.5,67,17.6,9.4,Same As Expected,Same As Expected,3,4,88,4,88,2,77,3,83,82
CA,557094,ADVENTIST HEALTH HOME CARE SERVICES,2800 K STREET,BAKERSFIELD,93301,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,5,98.8,100,100,99.4,96.2,100,100,78.9,81.9,88.3,82.8,98.9,,76.2,13.6,14.7,Same As Expected,Worse Than Expected,3,4,87,4,87,2,79,3,81,77
CA,557104,GENTIVA HEALTH SERVICES,"3240 EL CAMINO REAL, SUITE 190",IRVINE,92602,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,97.2,99.3,100,99.1,77.6,79,100,75.2,71.5,81.6,74.3,84.8,84.1,64.3,17.7,13,Worse Than Expected,Worse Than Expected,4,4,90,4,87,3,84,3,83,84
